OBJID,CLASS
587739304752709721,0
587739304751923369,0
587739304750219440,0
587739304749760777,1
587739304749564126,0
587739304224030882,3
587739304219705478,0
587739304217935957,0
587739304214724745,0
587739304214135015,1
587739303686373385,0
587739303684866183,0
587739303681458302,2
587739303680278681,1
587739303676477558,0
587739303149371489,0
587739303148453990,0
587739303147733209,0
587739303144194127,3
587739303144128594,0
587739303141310588,0
587739302610468964,0
587739302607388817,0
587739302605815927,0
587739302604308717,3
587739302603849815,0
587739296700104832,1
587739296163496122,3
587739296161661023,0
587739295625904330,2
587739295625838692,0
587739295623938079,3
587739294552490085,0
587739294550851682,0
587739294549606552,3
587739294015422467,0
587739294014832763,5
587739294014308475,0
587739294014111968,1
587739294012473460,0
587739166775181524,4
587739166773936318,0
587739166238376295,0
587739165702881292,0
587739165702291798,0
587739159266328596,0
587739158730506315,3
587739158728081567,0
587739158725001458,0
587739158723952741,3
587739158723166434,0
587739158194028768,3
587739158193831994,5
587739158188392652,1
587739158188064779,0
587739158185181297,0
587739157657747606,0
587739157652045941,0
587739157648441460,0
587739157647917073,0
587739157646672062,0
587739157116616806,2
587739157115044005,0
587739156580466838,0
587739156579352685,3
587739156577976456,3
587739153894146143,2
587739153892770071,2
587739153892769934,0
587739153888772545,0
587739153356685433,0
587739152819290409,0
587739133490168023,0
587739133489840242,2
587739132964438162,4
587739132963651800,3
587739132962341158,0
587739132957622341,0
587739132952969229,0
587739132952772777,0
587739132429140373,0
587739132427763903,0
587739132425994487,3
587739132425470162,2
587739132424814936,0
587739132421406897,0
587739131885781255,0
587739131883159676,0
587739131880472804,0
587739131353432328,0
587739131352645878,3
587739131351925080,0
587739131351794125,0
587739131347665044,0
587739131347533976,0
587739131342618858,0
587739131341439116,0
587739130806862031,0
587739116318621842,0
587739116318425216,0
587739116316852406,4
587739115782537394,0
587739115778146538,0
587739115776049478,1
587739115772903867,0
587739115771986062,0
587739115237343666,0
587739115236098545,0
587739115235181163,2
587739114710171763,3
587739114708402306,0
587739114707025947,0
587739114706305238,1
587739114701390129,1
587739114700734820,0
587739114171662516,0
587739114168778908,0
587739114161766986,0
587739099141505138,0
587739099136720967,2
587739099132526637,0
587739099129577580,0
587739098603585583,2
587739098602209393,0
587739098600570953,0
587739098599456849,0
587739098598539378,0
587739098595328126,0
587739098069074081,3
587739098068877370,0
587739098065731687,0
587739098060882108,0
587739098059374675,1
587739097525256294,0
587739097525190767,0
587739097524863016,0
587739097522634895,0
587739097521979463,0
587739097519816783,0
587739096989237399,0
587739096987533492,0
587739096455839815,2
587739096451842232,3
587739096451711064,0
587739096449351810,0
587738953107701878,3
587738953107308669,0
587738953106522217,0
587738953101541527,3
587738953101082659,0
587738953099837512,0
587738953099313212,1
587738953098526804,3
587738952570175603,0
587738952565588111,0
587738952565194791,0
587738952561918156,0
587738952561459346,0
587738952031076506,0
587738952028979360,0
587738952025047139,0
587738951490601144,2
587738950959562796,0
587738950956613780,0
587738950956023949,0
587738950954516621,3
587738950416662659,3
587738948832329863,0
587738948824137795,0
587738948821844076,0
587738948293624021,0
587738948287332440,0
587738948283203806,3
587738948281565233,0
587738948279337208,0
587738948278485149,0
587738948276715704,0
587738948274487549,0
587738948271669254,0
587738948270883084,0
587738947757408264,0
587738947746660480,0
587738947746136230,0
587738947745546411,0
587738947744825348,0
587738947742204041,0
587738947739320494,0
587738947738140909,0
587738947737747595,3
587738947222241352,0
587738947220799529,2
587738947218833422,0
587738947216605396,0
587738947215556692,3
587738947215229042,0
587738947213918402,0
587738947210182755,0
587738947208544336,0
587738947208085695,0
587738947207823470,3
587738947207299159,0
587738947204088045,0
587738947203956870,0
587738947203956768,0
587738947200155873,0
587738947198910786,1
587738947196813356,0
587738946682093679,0
587738946681438299,0
587738946676064422,0
587738946672197736,0
587738946671607885,3
587738946669117592,0
587738946664988899,0
587738946662760729,5
587738946661711957,0
587738946660204849,0
587738946659156064,0
587738946147844229,3
587738946147123288,0
587738946146533461,0
587738946143584373,0
587738946143518787,2
587738946139193419,0
587738946138931228,0
587738946137882728,0
587738946137423938,0
587738946136571988,3
587738946135130229,0
587738946134212689,3
587738618102612117,5
587738618096189525,0
587738618094551227,0
587738618093830260,1
587738617566789649,0
587738617024741508,1
587738617021792379,1
587738617018581130,0
587738616492195998,0
587738616489705628,0
587738616485380241,0
587738616485118082,0
587738616480661663,0
587738615953358990,2
587738615948705892,0
587738615418912838,0
587738615413670003,0
587738574608728152,0
587738574606696630,3
587738574606106891,3
587738574072381737,2
587738574070808790,0
587738574070350013,0
587738574069956632,2
587738573536493706,0
587738573532889307,0
587738573532758143,0
587738573530530072,3
587738572460982413,0
587738572460392625,0
587738572460261537,0
587738572457377954,0
587738570861248720,0
587738570860462313,0
587738570851024932,3
587738570849058926,0
587738570322149499,0
587738570312122478,3
587738570311532693,0
587738570310549649,0
587738569784492240,0
587738569783705646,0
587738569779118279,0
587738569777479826,1
587738569775513805,0
587738569775120598,3
587738569241264268,3
587738569239036046,0
587738569237463190,3
587738568713044150,0
587738568710226142,0
587738568707342475,0
587738568705835194,0
587738568705572990,3
587738568703672534,0
587738568703213659,0
587738568173420745,3
587738568169160854,0
587738568166080700,0
587738568165818590,3
587738568165097516,0
587738568164835409,3
587738568163917903,3
587738568163131503,3
587738565484150990,0
587738565479170245,0
587738565478908385,0
587738564943872434,1
587738564942692797,0
587738564942037631,3
587738564407198215,0
587738564407132716,2
587738564406542915,3
587738411946082441,0
587738411943264336,1
587738411938938986,0
587738411408621676,0
587738411405082834,0
587738411402133649,0
587738411400888464,3
587738411400495120,0
587738411397677221,0
587738411397546153,3
587738411396956363,0
587738410872799316,0
587738410872471656,0
587738410869784673,3
587738410869719214,0
587738410867949672,0
587738410860871849,0
587738410858971324,0
587738410336059482,0
587738410332586095,3
587738410331996227,0
587738410330423373,0
587738410329702412,0
587738410324721708,0
587738410323411000,0
587738410323280033,0
587738410323083345,3
587738409799057549,0
587738409798402228,0
587738409792831648,1
587738409790668872,3
587738409255436397,3
587738409253142723,1
587738409252749450,0
587738409252290724,0
587738409250652294,0
587738409250193527,0
587738409248358591,0
587738409248358576,3
587738372742185423,1
587738372741595663,3
587738372210360563,1
587738372208067023,0
587738371671785766,3
587738371671589170,0
587738371670212958,1
587738371667722450,0
587738371136356716,0
587738197187756306,1
587738197187362850,1
587738197185462617,0
587738197185003962,0
587738197184675955,0
587738196658946231,0
587738196658290882,3
587738196654096681,3
587738196652785932,5
587738196651540694,0
587738196650361073,0
587738196648984874,0
587738196120895571,2
587738196117029174,0
587738196116504784,1
587738196114407649,1
587738196113752236,0
587738196110147909,2
587738195576881308,3
587738195049971835,0
587738195041911034,0
587738195041059027,0
587738195039092925,0
587738195038044360,0
587738195036209457,0
587738067810648159,0
587738067810255048,0
587738067809075440,0
587738067806191704,2
587738067803898085,0
587738067802587352,1
587738067802063261,0
587738067800883567,0
587738067799769466,0
587738067798589570,0
587738067275808971,0
587738067273318701,0
587738067271811279,0
587738067270959309,1
587738067270893769,1
587738067267682529,2
587738066739265747,0
587738066736185550,1
587738066735792216,0
587738066733236377,0
587738066732712047,2
587738066731860274,0
587738066731270371,0
587738066731139271,0
587738066730156209,0
587738066729697523,0
587738066727731554,0
587738066727141483,0
587738066726027356,0
587738066203377685,4
587738066202919047,0
587738066196037896,0
587738066195972245,3
587738066192040254,0
587738066190663755,3
587738066189091249,0
587738066188566888,0
587738066188239262,0
587738066188042632,3
587738065661002019,0
587738065658314881,1
587738065655759261,0
587737827830464654,0
587737827292086425,0
587737827290775765,0
587737827287367845,1
587737827285008742,3
587737827284549931,0
587737827283108048,0
587737827281404315,0
587737826755477717,0
587737826744795511,0
587737826220310688,0
587737826216902763,2
587737826215461162,1
587737826215461028,0
587737826215133417,3
587737826212970672,3
587737826209759525,5
587737826207400493,0
587737826206744904,0
587737825684750431,1
587737825682587781,0
587737825681211579,3
587737825678590186,4
587737825676165373,1
587737825674002765,0
587737825670463535,0
587737825140408568,1
587737825137721545,1
587737810645680270,0
587737810644566227,0
587737810644369467,4
587737810114314404,0
587737810113265839,1
587737810107302137,0
587737809577181312,0
587737809566761365,3
587737809040113861,0
587737809032708412,2
587737808504553606,0
587737808504160405,0
587737808503963794,0
587737808500818094,0
587737808491250057,0
587737808490463699,0
587737807962374152,0
587736977421828344,3
587736977420517620,0
587736977418682564,0
587736977417175194,0
587736976889544877,3
587736976888430992,0
587736976888168785,0
587736976884760753,0
587736976882925661,3
587736976882598135,0
587736976881287291,0
587736976880369872,3
587736976879583372,1
587736976349987056,3
587736976348021091,3
587736976342909049,0
587736975812985004,0
587736975812264052,0
587736975811805525,0
587736975809642719,3
587736975808921960,0
587736975276966231,0
587736975275393310,0
587736975272051023,0
587736975270609107,0
587736964533452913,0
587736964531683346,0
587736963996975316,0
587736963995795650,0
587736963994419314,0
587736963459252381,3
587736963458072781,0
587736962922971275,0
587736962922053706,3
587736962920939673,1
587736962920153265,0
587736962385248395,0
587736946813632752,3
587736946277482858,0
587736946277482543,0
587736945741398447,0
587736945739628752,0
587736943056519306,0
587736943055536369,0
587736943055536348,0
587736942528495895,3
587736942528168211,0
587736942526660805,0
587736942524760310,0
587736942523187430,0
587736942520565917,0
587736942520172698,0
587736942518403262,0
587736942248198340,3
587736941995885159,0
587736941994770867,0
587736941993722020,0
587736941988938002,3
587736941987823692,0
587736941985923278,0
587736941985464464,0
587736941985333495,0
587736941981925633,0
587736941980811440,0
587736941450428672,0
587736941448855703,3
587736940914868369,0
587736940913230032,3
587736940912312468,0
587736940907331786,0
587736940906479788,0
587736940372885629,0
587736940372689084,0
587736940372426933,0
587736940371181682,0
587736940370854048,0
587736921043173656,3
587736920513315419,3
587736920512331961,0
587736920508334322,0
587736919972577810,0
587736919972118813,0
587736919971397871,0
587736919971004729,5
587736919969825113,2
587736919432757628,1
587736916754104589,0
587736916752400839,2
587736916750303382,0
587736916226932954,3
587736916223066586,0
587736916220182838,0
587736916220051682,2
587736916219134237,0
587736916218020029,3
587736916217954575,0
587736916217495826,2
587736916217233525,0
587736916216250702,2
587736916213628949,0
587736915688817024,1
587736915687768642,0
587736915686457654,0
587736915683901547,0
587736915683770468,3
587736915683705029,0
587736915681149106,3
587736915681149085,0
587736915677151279,0
587736915675316395,0
587736915151094286,0
587736914601246781,3
587736899577315362,1
587736899576922400,0
587736899576660172,1
587736899576266903,2
587736899571876055,0
587736899037495650,0
587736899036250337,3
587736899035726167,2
587736899034415287,3
587736898504098100,1
587736898503442517,3
587736898500821223,0
587736897966047340,3
587736897965785516,0
587736897965785352,0
587736897963753895,0
587736813674758549,0
587736813673185584,0
587736813669253293,0
587736813669253252,3
587736813136118213,0
587736813134282865,0
587736812595773623,0
587736812594004096,0
587736812061458650,0
587736812060868693,3
587736812060213576,0
587736809918562311,0
587736809917776022,0
587736809914106063,3
587736809909452958,0
587736809382609084,0
587736809381888269,3
587736809381560575,0
587736809377103907,0
587736809374744722,0
587736808845017317,0
587736808838594750,0
587736808838070426,0
587736808837021863,0
587736808306835482,0
587736808305328300,0
587736808299495664,0
587736808298709179,0
587736807771078779,0
587736807769243824,0
587736807765180614,0
587736807764983937,0
587736807764394244,3
587736807762231495,0
587736807226146947,2
587736805619597494,0
587736805083512840,0
587736805082923085,0
587736804547166392,0
587736804545593530,0
587736804544872529,3
587736804009836667,0
587736803471851599,2
587736803471458407,0
587736783611822315,0
587736783610970403,0
587736783609266371,0
587736783604941036,2
587736783076655601,0
587736783075410304,0
587736783074558187,2
587736783074033904,0
587736783068856483,0
587736783068791034,3
587736783068463335,0
587736782539194632,3
587736782538998237,0
587736782538867064,1
587736782535000287,0
587736782533624000,0
587736782533230647,4
587736782531133657,3
587736782530543780,0
587736782003372470,0
587736782002520530,0
587736782002258449,0
587736781997998369,1
587736781995835709,0
587736781457195266,5
587736754076975326,0
587736753549410944,0
587736753547641207,0
587736753547575706,0
587736753547510101,0
587736753546527010,3
587736753011491323,0
587736753005723919,0
587736752476062363,1
587736752473768392,3
587736751930409194,0
587736620661932156,1
587736620400050275,0
587736620399001864,0
587736620396642380,0
587736620395987208,0
587736620394938576,0
587736620394676478,0
587736620394414281,0
587736619867046542,0
587736619864949273,0
587736619860689150,0
587736619857805540,0
587736619856887870,0
587736619330371732,3
587736619328864685,0
587736619328078225,0
587736619328078194,0
587736619326046410,0
587736619324276988,2
587736619323228349,0
587736619321458994,0
587736619320213700,0
587736618793959865,0
587736618793435696,2
587736618790355414,3
587736618787012895,3
587736618783604990,0
587736618783408349,1
587736618247651343,0
587736586581115133,0
587736586580132034,0
587736586575806510,0
587736586055516649,3
587736586041098518,0
587736586039328973,0
587736586037625016,3
587736585514385753,1
587736585514254589,0
587736585511436410,3
587736585509929109,0
587736585508487456,0
587736585506849014,2
587736585502589061,3
587736585499967639,0
587736585498788016,0
587736584977973631,2
587736584977449075,3
587736584975745313,2
587736584975417606,0
587736584974238007,0
587736584973910331,3
587736584973779316,0
587736584971550930,3
587736584970567917,0
587736584969650504,0
587736584967028984,0
587736584964473073,2
587736584961851570,0
587736584441299335,0
587736584440446988,0
587736584438284492,3
587736584434483441,0
587736584431993017,1
587736584425963784,0
587736547389538797,0
587736547385999641,0
587736547385606366,0
587736547385278700,1
587736547383771330,0
587736547383115954,3
587736546846703689,3
587736546312388802,3
587736545778925914,2
587736545776041998,2
587736545775976613,3
587736545774993664,0
587736545774928243,3
587736545774731399,0
587736545236091091,3
587736543632949436,0
587736543632883915,0
587736543631900803,0
587736543623053508,3
587736543622398069,0
587736543100993922,0
587736543098503515,0
587736543098044720,3
587736543096799543,1
587736543094833450,0
587736543093260458,1
587736543091753243,2
587736543089787020,4
587736543087231156,0
587736542561567148,1
587736542560387444,3
587736542559797436,0
587736542558617617,0
587736542558290179,2
587736542553374947,0
587736542552391820,3
587736542551801958,1
587736542550163626,0
587736542028562472,0
587736542026924132,0
587736542024302870,0
587736542024302844,0
587736542023909516,2
587736542019977489,0
587736542017487081,1
587736542016569527,0
587736542015520868,0
587736541489987971,0
587736541487825123,5
587736541484482759,1
587736541483958458,2
587736541481140420,0
587736541476946102,0
587736540940796181,0
587736540938830013,2
587736525911883799,3
587736525909393637,0
587736525907755206,0
587736525907558522,0
587736525374488729,2
587736525374357784,2
587736525372653967,0
587736525372260543,3
587736524838076637,0
587736524837159126,0
587736524834865402,0
587736524833357969,0
587736524297863482,0
587736524294586438,0
587736523763679367,0
587736523761975479,3
587736523761385688,0
587736523760664813,0
587736523758502106,0
587736479206801556,0
587736479205622011,0
587736479205359800,0
587736479204245661,0
587736479200837667,0
587736479199789173,0
587736478676484674,0
587736478676353466,2
587736478674649177,0
587736478674059767,0
587736478672355705,0
587736478670061666,0
587736478667374916,3
587736478665080983,0
587736478664491245,0
587736478663508096,1
587736478662852803,0
587736478659969218,0
587736478140203547,0
587736478136205636,3
587736478128930972,2
587736478128275670,0
587736478127095989,1
587736478126964879,3
587736478126047404,0
587736478123950253,0
587736478123753484,0
587736478123360425,0
587736477598089361,0
587736477597630496,0
587736477597368691,0
587736477595402311,5
587736477592387791,0
587736477592322271,0
587736477591077087,0
587736477590880369,0
587736477061153140,0
587736477058269364,0
587736477055647991,0
587736477055385799,3
587736477052108975,0
587736477051388116,0
587736477049159909,1
587736476516352151,3
587736476513993036,2
587735744231964982,0
587735744227836206,3
587735743691030795,0
587735743690899784,0
587735743688736803,0
587735743687885023,0
587735743160648166,0
587735743160517025,2
587735743154946395,0
587735743153832331,0
587735743152521486,0
587735743151079714,0
587735743148654872,0
587735742620565949,0
587735742620172673,0
587735742619255256,0
587735742616437112,0
587735742616305899,0
587735742614470931,5
587735742613815551,2
587735742612570179,2
587735742612111585,3
587735742077796551,0
587735697524850793,1
587735697523015809,0
587735697521967182,0
587735697519935663,5
587735697517052014,2
587735697516265583,2
587735697514954891,2
587735696990863497,0
587735696989618376,0
587735696989487219,0
587735696985293039,3
587735696981950531,0
587735696979263621,0
587735696979263559,0
587735696978804844,0
587735696977690775,0
587735696452223164,0
587735696451764350,0
587735696450125971,0
587735696449732680,3
587735696447439002,2
587735696442392720,0
587735696441606240,0
587735696440754342,0
587735695915548766,0
587735695914500204,3
587735695914238070,0
587735695911813332,0
587735695911616604,3
587735695911288953,1
587735695909453955,1
587735695908733085,0
587735695908601970,5
587735695905063053,0
587735695380906152,3
587735695380840620,0
587735695380775162,3
587735695379071127,0
587735695375663247,1
587735695375138941,0
587735695371796616,0
587735695371468904,0
587735695370616949,0
587735695369306260,0
587735695369044050,0
587735695368978525,3
587735695367798906,3
587735694843969636,3
587735694843576427,0
587735694837350560,1
587735667451297803,2
587735667449200768,0
587735666932384349,0
587735666923077827,3
587735666918948970,0
587735666918752359,0
587735666916458682,0
587735666913247261,0
587735666393284814,0
587735666385354892,1
587735666384830645,0
587735666377228431,0
587735665859232117,1
587735665856872695,0
587735665853530369,2
587735665853333821,0
587735665845993700,0
587735665845993584,0
587735665842716780,0
587735665841471651,0
587735665841078311,3
587735665840947349,0
587735665321967977,0
587735665321771437,0
587735665316659287,0
587735665314300067,0
587735665313579139,0
587735665304469696,3
587735665302896715,0
587735664776642691,0
587735664774217852,0
587735664771792969,0
587735664771399789,0
587735664770023528,0
587735664767664279,0
587735664767008876,1
587735664766615689,0
587735663163605079,0
587735663162884473,0
587735663162884115,0
587735663157641225,0
587735663157051617,0
587735662626799732,0
587735662625489081,0
587735662617690252,0
587735662089863350,1
587735662089863340,0
587735662089601222,1
587735662087831709,1
587735662085013656,1
587735662084751543,0
587735661553254571,3
587735661548929240,0
587735661548339236,0
587735661547159794,0
587735661015007435,0
587735661014876313,1
587735661007995103,0
587735491357180054,0
587735490824503449,0
587735490823454949,0
587735490822996208,3
587735490822668388,3
587735490821881971,0
587735490821423235,0
587735490820833428,0
587735490818867457,0
587735490288615618,0
587735490285469825,0
587735490285142216,0
587735490285142093,0
587735490284552438,0
587735490282455160,0
587735489750040584,0
587735489748336829,0
587735489214611554,0
587735489214152829,0
587735489209041015,0
587735488670990463,0
587735431231897760,2
587735431226130460,0
587735430156189745,0
587735430151864336,0
587735429617156155,1
587735429616763145,4
587735429616369777,0
587735429082579055,0
587735429080219758,0
587735429078777934,0
587735428547870799,0
587735428547018903,0
587735428546035794,0
587735428545904733,0
587735428542496825,0
587735349651243100,0
587735349644361867,0
587735349643051134,0
587735349642854586,0
587735349639577741,0
587735349634597028,0
587735349633613964,0
587735349633613907,1
587735349633286343,0
587735349631975631,0
587735349113454683,0
587735349109129277,0
587735349105983622,0
587735349102051508,3
587735349099757650,0
587735349098840170,0
587735349098709143,0
587735349095104760,0
587735349094514902,0
587735349093990707,0
587735349093662940,3
587735349090975941,0
587735349089861849,0
587735349088944176,3
587735349088223360,0
587735349087174878,0
587735349085012667,1
587735348575535135,0
587735348573962328,0
587735348572651729,0
587735348571078822,0
587735348563279999,0
587735348554825936,0
587735348552597818,0
587735348549845450,1
587735348038860947,1
587735348038664340,0
587735348038139983,0
587735348037550105,0
587735348037419195,0
587735348036960299,3
587735348036370596,0
587735348035256514,0
587735348034076852,0
587735348028702880,0
587735348025884759,0
587735348023656670,3
587735348021756216,0
587735348018806983,0
587735348011794652,0
587735348011401846,0
587735347503497393,0
587735347502383265,3
587735347499499660,3
587735347498188924,0
587735347497861274,0
587735347497140259,2
587735347488030925,0
587735347485409428,0
587735347482067235,0
587735347480232243,3
587735347479970103,0
587735346966626422,0
587735346966036617,3
587735346964332635,2
587735346963087423,0
587735346960662655,0
587735346956337297,0
587735346953650346,0
587735344802955481,0
587735344802824264,0
587735344802365609,0
587735344801448067,2
587735344799547580,2
587735344793059660,0
587735344265494696,0
587735344264249463,3
587735344261759100,0
587735344256647436,0
587735343728361709,0
587735343727116506,0
587735343725347010,0
587735343724757171,0
587735343716827687,3
587735343716499951,3
587735343189131454,0
587735343186837791,0
587735343182053726,0
587735343181922648,0
587735343180808744,0
587735343180350109,3
587735342652653703,0
587735241719087126,0
587735241709191442,0
587735241180315832,0
587735241173696739,0
587735240643510404,1
587735240640102577,2
587735240638202041,0
587735240637284559,0
587735240636694595,0
587735240635515029,3
587735240107950288,1
587735240103231699,0
587735240101331186,0
587735240101069051,0
587735240100872332,0
587735239571341416,0
587735239571275966,0
587735239569768622,0
587735239569178733,3
587735236882399349,3
587735236881809753,0
587735236881482032,0
587735236343693335,1
587735236343365885,3
587735236343038537,0
587735236342251922,0
587735235807608873,2
587735235806888326,3
587735044156948623,0
587735044156686519,0
587735044155310205,0
587735044150984792,0
587735043619225693,0
587735043612934368,0
587735043611426934,2
587735043610575059,0
587735043607036281,0
587735043082879095,3
587735043082485861,0
587735043081896043,0
587735043079929939,0
587735043077112035,0
587735043076129013,2
587735043073245232,2
587735043072393412,0
587735042544959654,0
587735042543124630,3
587735042539585742,0
587735042539126928,3
587734950207291482,0
587734950206636152,0
587734950206046396,3
587734950205194351,0
587734950203031672,1
587734950202310664,0
587734950202245304,0
587734950201852042,0
587734949670027416,0
587734949668323334,3
587734949667471451,0
587734949665767576,0
587734949661704366,0
587734949661573311,3
587734949661507727,0
587734949659607350,2
587734949657247930,0
587734949652791649,3
587734949133090901,0
587734949133025362,0
587734949132894287,3
587734949130993872,0
587734949128569016,0
587734949128044678,0
587734949127061736,3
587734949126275210,0
587734949126078683,3
587734948594450572,2
587734948593729721,3
587734948591304837,0
587734948590125257,0
587734948589469830,0
587734948586848386,0
587734948582588654,0
587734948580688163,2
587734948580688121,2
587734948057579545,0
587734948056137870,0
587734948054433941,0
587734948053647485,3
587734948053254293,0
587734948052467919,0
587734948052467898,0
587734948050894947,0
587734948050763978,0
587734948047880456,0
587734894367932545,0
587734894367014959,0
587734894366556272,0
587734894365966493,3
587734894362820742,0
587734894362624098,0
587734894360920176,0
587734893830668333,0
587734893830078598,0
587734893823721552,0
587734893293862996,0
587734893292814404,0
587734893292224561,1
587734893291045003,0
587734893288357980,0
587734893288095905,0
587734892756271224,0
587734892754894939,0
587734892754698305,3
587734892753977474,0
587734892753453114,3
587734892753190980,3
587734892752339092,0
587734892750700666,3
587734892746506407,0
587734892218941537,0
587734892218613835,3
587734892217827442,1
587734892216909940,0
587734892213764289,0
587734892210290755,0
587734891682857021,0
587734891682332914,3
587734891680628874,0
587734891678204005,0
587734891677614084,3
587734891676106825,0
587734891674271867,0
587734891673419889,0
587734891673026687,0
587734863758033080,3
587734863754231935,3
587734863223455861,0
587734863222866042,0
587734863221555408,0
587734863220637826,0
587734863218933907,0
587734863216640156,0
587734862684291267,4
587734862680359194,0
587734862147813566,0
587734862144405641,0
587734862143291512,2
587734862143291505,0
587734862142767349,5
587734862142767337,0
587734861611139220,2
587734861610287109,0
587734841741148762,0
587734840667406870,0
587734691963338924,0
587734691958817053,1
587734691427254555,0
587734691426533607,2
587734691424633128,0
587734690890776743,2
587734690889662613,0
587734690887958801,0
587734690887893206,0
587734690886648131,0
587734690886582464,0
587734690884157834,0
587734690348728645,0
587734623787876477,0
587734623786172563,0
587734623250743383,0
587734623250284684,0
587734623242420405,0
587734623241437351,0
587734622710792316,3
587734622709612654,0
587734622709022815,3
587734622704435393,0
587734622701551942,0
587734622700568934,0
587734622177460411,0
587734622174773484,0
587734622173528107,3
587734622171037912,0
587734622169202872,1
587734622168219827,0
587734621637967922,0
587734621637378258,0
587734621636919473,0
587734621636788390,0
587734621636526203,0
587734621636198555,2
587734621633118308,0
587734305956430005,2
587734305955184845,3
587734305953415488,5
587734305952825672,0
587734305950138459,0
587734305948893446,0
587734305419886681,0
587734304882163950,0
587734304879542601,0
587734304875413542,0
587734304345489681,0
587734303806062625,0
587734303805735314,2
587734303269519629,0
587733610161570044,2
587733610158948456,0
587733609629155621,0
587733609626599787,0
587733609624764613,3
587733609092743341,0
587733609092022567,0
587733609092022504,0
587733609088483573,0
587733609086714001,0
587733608557773006,0
587733608556921101,0
587733608556003623,0
587733608555938069,1
587733608554823933,0
587733608551940185,0
587733607474659475,0
587733605864439872,3
587733605342380421,0
587733605341724984,3
587733605341265966,0
587733605340807560,0
587733605339758804,0
587733605338054945,2
587733605333795010,3
587733605332025495,1
587733605330452759,0
587733605330256034,1
587733605328683193,3
587733605328486460,0
587733604807213180,0
587733604800266512,0
587733604799217792,3
587733604794171564,0
587733604269621594,0
587733604269293995,0
587733604267720961,2
587733604267524388,0
587733604266606981,3
587733604265623913,0
587733604263592057,3
587733604262805736,0
587733604260708578,3
587733604257824936,0
587733604257628276,0
587733604253827311,0
587733603734520264,0
587733603734388952,0
587733603731439942,2
587733603729998124,2
587733603726131494,0
587733603723378929,0
587733603717349549,0
587733603192275223,0
587733603187032242,0
587733603185000630,3
587733603183165556,3
587733603181461673,0
587733442662695208,3
587733442658304203,0
587733442657845444,0
587733442656600263,2
587733442127659327,0
587733442123464934,1
587733442122678436,2
587733441585021083,0
587733441581940874,0
587733441056408132,0
587733441051295750,0
587733441047363867,0
587733440511279370,2
587733440511213884,3
587733440507936968,0
587733433798230338,0
587733433534251428,1
587733432996725170,0
587733432994955665,0
587733432462017152,0
587733432461885947,0
587733432460181855,0
587733432459657514,0
587733431925145961,0
587733431924097348,0
587733431919509905,3
587733429770977428,5
587733429770518562,0
587733429770125513,0
587733429770125392,0
587733429237776489,0
587733429234172001,0
587733429233254543,0
587733428161740896,0
587733428159250588,1
587733428159250579,0
587733427625394360,0
587733425481973853,0
587733425479876703,2
587733424944185465,0
587733424407904391,2
587733424406593677,0
587733423871361029,0
587733423334293580,0
587733423332917354,3
587733423332851782,0
587733423332196441,5
587733412597923890,0
587733412593139883,0
587733412592025667,0
587733412068655369,0
587733412068589900,0
587733412068589898,0
587733412064985261,0
587733412057383012,0
587733412054433909,0
587733411528507629,3
587733411524509797,0
587733411523264652,0
587733410993144115,0
587733410989605051,3
587733410986262708,0
587733410985803973,0
587733410985345177,0
587733410983379075,0
587733410981740699,0
587733410458173688,0
587733410457976951,0
587733410457649422,0
587733410454831283,0
587733410449457314,0
587733409915273314,0
587733409910554820,0
587733409909374989,0
587733409907015861,3
587733399711907922,0
587733399711056072,0
587733399711055996,3
587733399710990474,0
587733399710924987,3
587733399709679775,0
587733399189455202,0
587733399189258512,0
587733399181066403,1
587733399180607739,0
587733399179559101,0
587733399176675473,0
587733399176478899,0
587733399174643842,1
587733399174578328,0
587733399171563668,0
587733399171498127,3
587733398652649658,0
587733398652125276,1
587733398649438466,0
587733398649307336,0
587733398645964974,0
587733398645375270,2
587733398644523230,0
587733398644392122,2
587733398643671165,0
587733398641246395,0
587733398637838469,0
587733398635872331,0
587733398110994606,0
587733398108176526,0
587733398105620618,0
587733398105358500,0
587733398102868120,0
587733398101295340,0
587733398099525789,3
587733398099460249,0
587733398096904357,0
587733397572813010,0
587733397572681759,2
587733397570388074,0
587733397569143007,0
587733397566914653,3
587733397565931649,0
587733397563179018,1
587733397561999550,5
587733195161272383,3
587733195159371888,0
587733081891668115,3
587733081891405935,0
587733081885048908,0
587733081883476211,3
587733081883213908,0
587733081883017295,3
587733081882886335,0
587733081882689627,0
587733081881051290,0
587733081353683151,0
587733081353551977,5
587733081349554288,0
587733081347391698,2
587733081345491146,0
587733081343000729,0
587733080814780480,0
587733080813863003,3
587733080813011083,0
587733080811962446,0
587733080807374983,0
587733080804688022,0
587733080280268899,0
587733080272076894,3
587733080271356045,0
587733080269652084,0
587733079745232971,0
587733079743987826,0
587733079739138183,0
587733079736385753,0
587733079736320109,0
587733079735402624,0
587733079207510157,0
587733079200694452,2
587733079197614219,0
587733079196827731,0
587732772671651974,0
587732772666015865,0
587732772663722158,0
587732772662935732,0
587732772661624984,0
587732772660641953,0
587732772659265708,0
587732772656513124,0
587732772132749466,0
587732772132487234,0
587732772130652322,3
587732772129865835,0
587732772123508892,0
587732772121346109,2
587732772117348579,1
587732772106600566,0
587732771593912392,0
587732771592405133,2
